section,entity,year,stage,metric,value,unit,status,source_path,notes
formal_windows,Site 17 Sanyo,,BASE_MODEL_VALIDATION,seasons,autumn;summer,,AVAILABLE,computed_from_raw_PV_and_second_level_sources,Secondary array-specific population.
formal_windows,Site 25 Hanwha,,BASE_MODEL_VALIDATION,expected_calendar_origins,34477,origins,AVAILABLE,computed_from_raw_PV_and_second_level_sources,Secondary array-specific population.
formal_windows,Site 25 Hanwha,,BASE_MODEL_VALIDATION,formal_masked_origins,31643,origins,AVAILABLE,computed_from_raw_PV_and_second_level_sources,Secondary array-specific population.
formal_windows,Site 25 Hanwha,,BASE_MODEL_VALIDATION,strict_all_channel_complete_origins,31207,origins,AVAILABLE,computed_from_raw_PV_and_second_level_sources,Secondary array-specific population.
formal_windows,Site 25 Hanwha,,BASE_MODEL_VALIDATION,window_loss_total,2834,origins,AVAILABLE,computed_from_raw_PV_and_second_level_sources,Secondary array-specific population.
formal_windows,Site 25 Hanwha,,BASE_MODEL_VALIDATION,window_loss_pv,2720,origins,AVAILABLE,computed_from_raw_PV_and_second_level_sources,Secondary array-specific population.
formal_windows,Site 25 Hanwha,,BASE_MODEL_VALIDATION,window_loss_hf_zero_timestamp,114,origins,AVAILABLE,computed_from_raw_PV_and_second_level_sources,Secondary array-specific population.
formal_windows,Site 25 Hanwha,,BASE_MODEL_VALIDATION,first_legal_origin,2022-01-01T15:25,origins,AVAILABLE,computed_from_raw_PV_and_second_level_sources,Secondary array-specific population.
formal_windows,Site 25 Hanwha,,BASE_MODEL_VALIDATION,last_legal_origin,2022-04-30T22:55,origins,AVAILABLE,computed_from_raw_PV_and_second_level_sources,Secondary array-specific population.
formal_windows,Site 25 Hanwha,,BASE_MODEL_VALIDATION,eligible_origin_segments,7,origins,AVAILABLE,computed_from_raw_PV_and_second_level_sources,Secondary array-specific population.
formal_windows,Site 25 Hanwha,,BASE_MODEL_VALIDATION,months,1;2;3;4,,AVAILABLE,computed_from_raw_PV_and_second_level_sources,Secondary array-specific population.
formal_windows,Site 25 Hanwha,,BASE_MODEL_VALIDATION,seasons,autumn;summer,,AVAILABLE,computed_from_raw_PV_and_second_level_sources,Secondary array-specific population.
formal_windows,Site 38 Q CELLS,,BASE_MODEL_VALIDATION,expected_calendar_origins,34477,origins,AVAILABLE,computed_from_raw_PV_and_second_level_sources,Secondary array-specific population.
formal_windows,Site 38 Q CELLS,,BASE_MODEL_VALIDATION,formal_masked_origins,31643,origins,AVAILABLE,computed_from_raw_PV_and_second_level_sources,Secondary array-specific population.
formal_windows,Site 38 Q CELLS,,BASE_MODEL_VALIDATION,strict_all_channel_complete_origins,31207,origins,AVAILABLE,computed_from_raw_PV_and_second_level_sources,Secondary array-specific population.
formal_windows,Site 38 Q CELLS,,BASE_MODEL_VALIDATION,window_loss_total,2834,origins,AVAILABLE,computed_from_raw_PV_and_second_level_sources,Secondary array-specific population.
formal_windows,Site 38 Q CELLS,,BASE_MODEL_VALIDATION,window_loss_pv,2720,origins,AVAILABLE,computed_from_raw_PV_and_second_level_sources,Secondary array-specific population.
formal_windows,Site 38 Q CELLS,,BASE_MODEL_VALIDATION,window_loss_hf_zero_timestamp,114,origins,AVAILABLE,computed_from_raw_PV_and_second_level_sources,Secondary array-specific population.
formal_windows,Site 38 Q CELLS,,BASE_MODEL_VALIDATION,first_legal_origin,2022-01-01T15:25,origins,AVAILABLE,computed_from_raw_PV_and_second_level_sources,Secondary array-specific population.
formal_windows,Site 38 Q CELLS,,BASE_MODEL_VALIDATION,last_legal_origin,2022-04-30T22:55,origins,AVAILABLE,computed_from_raw_PV_and_second_level_sources,Secondary array-specific population.
formal_windows,Site 38 Q CELLS,,BASE_MODEL_VALIDATION,eligible_origin_segments,7,origins,AVAILABLE,computed_from_raw_PV_and_second_level_sources,Secondary array-specific population.
formal_windows,Site 38 Q CELLS,,BASE_MODEL_VALIDATION,months,1;2;3;4,,AVAILABLE,computed_from_raw_PV_and_second_level_sources,Secondary array-specific population.
formal_windows,Site 38 Q CELLS,,BASE_MODEL_VALIDATION,seasons,autumn;summer,,AVAILABLE,computed_from_raw_PV_and_second_level_sources,Secondary array-specific population.
formal_windows,THREE_ARRAY_COMMON,,BASE_MODEL_VALIDATION,expected_calendar_origins,34477,origins,AVAILABLE,computed_from_raw_PV_and_second_level_sources,Primary common-origin population.
formal_windows,THREE_ARRAY_COMMON,,BASE_MODEL_VALIDATION,formal_masked_origins,31636,origins,AVAILABLE,computed_from_raw_PV_and_second_level_sources,Primary common-origin population.
formal_windows,THREE_ARRAY_COMMON,,BASE_MODEL_VALIDATION,strict_all_channel_complete_origins,31200,origins,AVAILABLE,computed_from_raw_PV_and_second_level_sources,Primary common-origin population.
formal_windows,THREE_ARRAY_COMMON,,BASE_MODEL_VALIDATION,window_loss_total,2841,origins,AVAILABLE,computed_from_raw_PV_and_second_level_sources,Primary common-origin population.
formal_windows,THREE_ARRAY_COMMON,,BASE_MODEL_VALIDATION,window_loss_pv,2727,origins,AVAILABLE,computed_from_raw_PV_and_second_level_sources,Primary common-origin population.
formal_windows,THREE_ARRAY_COMMON,,BASE_MODEL_VALIDATION,window_loss_hf_zero_timestamp,114,origins,AVAILABLE,computed_from_raw_PV_and_second_level_sources,Primary common-origin population.
formal_windows,THREE_ARRAY_COMMON,,BASE_MODEL_VALIDATION,first_legal_origin,2022-01-01T15:25,origins,AVAILABLE,computed_from_raw_PV_and_second_level_sources,Primary common-origin population.
formal_windows,THREE_ARRAY_COMMON,,BASE_MODEL_VALIDATION,last_legal_origin,2022-04-30T22:55,origins,AVAILABLE,computed_from_raw_PV_and_second_level_sources,Primary common-origin population.
formal_windows,THREE_ARRAY_COMMON,,BASE_MODEL_VALIDATION,eligible_origin_segments,7,origins,AVAILABLE,computed_from_raw_PV_and_second_level_sources,Primary common-origin population.
formal_windows,THREE_ARRAY_COMMON,,BASE_MODEL_VALIDATION,months,1;2;3;4,,AVAILABLE,computed_from_raw_PV_and_second_level_sources,Primary common-origin population.
formal_windows,THREE_ARRAY_COMMON,,BASE_MODEL_VALIDATION,seasons,autumn;summer,,AVAILABLE,computed_from_raw_PV_and_second_level_sources,Primary common-origin population.
formal_windows,Site 17 Sanyo,,RISK_FIT,expected_calendar_origins,35341,origins,AVAILABLE,computed_from_raw_PV_and_second_level_sources,Secondary array-specific population.
formal_windows,Site 17 Sanyo,,RISK_FIT,formal_masked_origins,35004,origins,AVAILABLE,computed_from_raw_PV_and_second_level_sources,Secondary array-specific population.
formal_windows,Site 17 Sanyo,,RISK_FIT,strict_all_channel_complete_origins,34171,origins,AVAILABLE,computed_from_raw_PV_and_second_level_sources,Secondary array-specific population.
formal_windows,Site 17 Sanyo,,RISK_FIT,window_loss_total,337,origins,AVAILABLE,computed_from_raw_PV_and_second_level_sources,Secondary array-specific population.
formal_windows,Site 17 Sanyo,,RISK_FIT,window_loss_pv,337,origins,AVAILABLE,computed_from_raw_PV_and_second_level_sources,Secondary array-specific population.
formal_windows,Site 17 Sanyo,,RISK_FIT,window_loss_hf_zero_timestamp,0,origins,AVAILABLE,computed_from_raw_PV_and_second_level_sources,Secondary array-specific population.
formal_windows,Site 17 Sanyo,,RISK_FIT,first_legal_origin,2022-05-01T05:55,origins,AVAILABLE,computed_from_raw_PV_and_second_level_sources,Secondary array-specific population.
formal_windows,Site 17 Sanyo,,RISK_FIT,last_legal_origin,2022-08-31T22:55,origins,AVAILABLE,computed_from_raw_PV_and_second_level_sources,Secondary array-specific population.
formal_windows,Site 17 Sanyo,,RISK_FIT,eligible_origin_segments,5,origins,AVAILABLE,computed_from_raw_PV_and_second_level_sources,Secondary array-specific population.
formal_windows,Site 17 Sanyo,,RISK_FIT,months,5;6;7;8,,AVAILABLE,computed_from_raw_PV_and_second_level_sources,Secondary array-specific population.
formal_windows,Site 17 Sanyo,,RISK_FIT,seasons,autumn;winter,,AVAILABLE,computed_from_raw_PV_and_second_level_sources,Secondary array-specific population.
formal_windows,Site 25 Hanwha,,RISK_FIT,expected_calendar_origins,35341,origins,AVAILABLE,computed_from_raw_PV_and_second_level_sources,Secondary array-specific population.
formal_windows,Site 25 Hanwha,,RISK_FIT,formal_masked_origins,32593,origins,AVAILABLE,computed_from_raw_PV_and_second_level_sources,Secondary array-specific population.
formal_windows,Site 25 Hanwha,,RISK_FIT,strict_all_channel_complete_origins,31760,origins,AVAILABLE,computed_from_raw_PV_and_second_level_sources,Secondary array-specific population.
formal_windows,Site 25 Hanwha,,RISK_FIT,window_loss_total,2748,origins,AVAILABLE,computed_from_raw_PV_and_second_level_sources,Secondary array-specific population.
formal_windows,Site 25 Hanwha,,RISK_FIT,window_loss_pv,2748,origins,AVAILABLE,computed_from_raw_PV_and_second_level_sources,Secondary array-specific population.
formal_windows,Site 25 Hanwha,,RISK_FIT,window_loss_hf_zero_timestamp,0,origins,AVAILABLE,computed_from_raw_PV_and_second_level_sources,Secondary array-specific population.
formal_windows,Site 25 Hanwha,,RISK_FIT,first_legal_origin,2022-05-01T05:55,origins,AVAILABLE,computed_from_raw_PV_and_second_level_sources,Secondary array-specific population.
formal_windows,Site 25 Hanwha,,RISK_FIT,last_legal_origin,2022-08-31T22:55,origins,AVAILABLE,computed_from_raw_PV_and_second_level_sources,Secondary array-specific population.
formal_windows,Site 25 Hanwha,,RISK_FIT,eligible_origin_segments,5,origins,AVAILABLE,computed_from_raw_PV_and_second_level_sources,Secondary array-specific population.
formal_windows,Site 25 Hanwha,,RISK_FIT,months,5;6;7;8,,AVAILABLE,computed_from_raw_PV_and_second_level_sources,Secondary array-specific population.
formal_windows,Site 25 Hanwha,,RISK_FIT,seasons,autumn;winter,,AVAILABLE,computed_from_raw_PV_and_second_level_sources,Secondary array-specific population.
formal_windows,Site 38 Q CELLS,,RISK_FIT,expected_calendar_origins,35341,origins,AVAILABLE,computed_from_raw_PV_and_second_level_sources,Secondary array-specific population.
formal_windows,Site 38 Q CELLS,,RISK_FIT,formal_masked_origins,32593,origins,AVAILABLE,computed_from_raw_PV_and_second_level_sources,Secondary array-specific population.
formal_windows,Site 38 Q CELLS,,RISK_FIT,strict_all_channel_complete_origins,31760,origins,AVAILABLE,computed_from_raw_PV_and_second_level_sources,Secondary array-specific population.
formal_windows,Site 38 Q CELLS,,RISK_FIT,window_loss_total,2748,origins,AVAILABLE,computed_from_raw_PV_and_second_level_sources,Secondary array-specific population.
formal_windows,Site 38 Q CELLS,,RISK_FIT,window_loss_pv,2748,origins,AVAILABLE,computed_from_raw_PV_and_second_level_sources,Secondary array-specific population.
formal_windows,Site 38 Q CELLS,,RISK_FIT,window_loss_hf_zero_timestamp,0,origins,AVAILABLE,computed_from_raw_PV_and_second_level_sources,Secondary array-specific population.
formal_windows,Site 38 Q CELLS,,RISK_FIT,first_legal_origin,2022-05-01T05:55,origins,AVAILABLE,computed_from_raw_PV_and_second_level_sources,Secondary array-specific population.
formal_windows,Site 38 Q CELLS,,RISK_FIT,last_legal_origin,2022-08-31T22:55,origins,AVAILABLE,computed_from_raw_PV_and_second_level_sources,Secondary array-specific population.
formal_windows,Site 38 Q CELLS,,RISK_FIT,eligible_origin_segments,5,origins,AVAILABLE,computed_from_raw_PV_and_second_level_sources,Secondary array-specific population.
formal_windows,Site 38 Q CELLS,,RISK_FIT,months,5;6;7;8,,AVAILABLE,computed_from_raw_PV_and_second_level_sources,Secondary array-specific population.
formal_windows,Site 38 Q CELLS,,RISK_FIT,seasons,autumn;winter,,AVAILABLE,computed_from_raw_PV_and_second_level_sources,Secondary array-specific population.
formal_windows,THREE_ARRAY_COMMON,,RISK_FIT,expected_calendar_origins,35341,origins,AVAILABLE,computed_from_raw_PV_and_second_level_sources,Primary common-origin population.
formal_windows,THREE_ARRAY_COMMON,,RISK_FIT,formal_masked_origins,32509,origins,AVAILABLE,computed_from_raw_PV_and_second_level_sources,Primary common-origin population.
formal_windows,THREE_ARRAY_COMMON,,RISK_FIT,strict_all_channel_complete_origins,31676,origins,AVAILABLE,computed_from_raw_PV_and_second_level_sources,Primary common-origin population.
formal_windows,THREE_ARRAY_COMMON,,RISK_FIT,window_loss_total,2832,origins,AVAILABLE,computed_from_raw_PV_and_second_level_sources,Primary common-origin population.
formal_windows,THREE_ARRAY_COMMON,,RISK_FIT,window_loss_pv,2832,origins,AVAILABLE,computed_from_raw_PV_and_second_level_sources,Primary common-origin population.
formal_windows,THREE_ARRAY_COMMON,,RISK_FIT,window_loss_hf_zero_timestamp,0,origins,AVAILABLE,computed_from_raw_PV_and_second_level_sources,Primary common-origin population.
formal_windows,THREE_ARRAY_COMMON,,RISK_FIT,first_legal_origin,2022-05-01T05:55,origins,AVAILABLE,computed_from_raw_PV_and_second_level_sources,Primary common-origin population.
formal_windows,THREE_ARRAY_COMMON,,RISK_FIT,last_legal_origin,2022-08-31T22:55,origins,AVAILABLE,computed_from_raw_PV_and_second_level_sources,Primary common-origin population.
formal_windows,THREE_ARRAY_COMMON,,RISK_FIT,eligible_origin_segments,6,origins,AVAILABLE,computed_from_raw_PV_and_second_level_sources,Primary common-origin population.
formal_windows,THREE_ARRAY_COMMON,,RISK_FIT,months,5;6;7;8,,AVAILABLE,computed_from_raw_PV_and_second_level_sources,Primary common-origin population.
formal_windows,THREE_ARRAY_COMMON,,RISK_FIT,seasons,autumn;winter,,AVAILABLE,computed_from_raw_PV_and_second_level_sources,Primary common-origin population.
formal_windows,Site 17 Sanyo,,RISK_CALIBRATION,expected_calendar_origins,35053,origins,AVAILABLE,computed_from_raw_PV_and_second_level_sources,Secondary array-specific population.
formal_windows,Site 17 Sanyo,,RISK_CALIBRATION,formal_masked_origins,34969,origins,AVAILABLE,computed_from_raw_PV_and_second_level_sources,Secondary array-specific population.
formal_windows,Site 17 Sanyo,,RISK_CALIBRATION,strict_all_channel_complete_origins,2300,origins,AVAILABLE,computed_from_raw_PV_and_second_level_sources,Secondary array-specific population.
formal_windows,Site 17 Sanyo,,RISK_CALIBRATION,window_loss_total,84,origins,AVAILABLE,computed_from_raw_PV_and_second_level_sources,Secondary array-specific population.
formal_windows,Site 17 Sanyo,,RISK_CALIBRATION,window_loss_pv,84,origins,AVAILABLE,computed_from_raw_PV_and_second_level_sources,Secondary array-specific population.
formal_windows,Site 17 Sanyo,,RISK_CALIBRATION,window_loss_hf_zero_timestamp,0,origins,AVAILABLE,computed_from_raw_PV_and_second_level_sources,Secondary array-specific population.
formal_windows,Site 17 Sanyo,,RISK_CALIBRATION,first_legal_origin,2022-09-01T05:55,origins,AVAILABLE,computed_from_raw_PV_and_second_level_sources,Secondary array-specific population.
formal_windows,Site 17 Sanyo,,RISK_CALIBRATION,last_legal_origin,2022-12-31T22:55,origins,AVAILABLE,computed_from_raw_PV_and_second_level_sources,Secondary array-specific population.
formal_windows,Site 17 Sanyo,,RISK_CALIBRATION,eligible_origin_segments,2,origins,AVAILABLE,computed_from_raw_PV_and_second_level_sources,Secondary array-specific population.
formal_windows,Site 17 Sanyo,,RISK_CALIBRATION,months,9;10;11;12,,AVAILABLE,computed_from_raw_PV_and_second_level_sources,Secondary array-specific population.
formal_windows,Site 17 Sanyo,,RISK_CALIBRATION,seasons,spring;summer,,AVAILABLE,computed_from_raw_PV_and_second_level_sources,Secondary array-specific population.
formal_windows,Site 25 Hanwha,,RISK_CALIBRATION,expected_calendar_origins,35053,origins,AVAILABLE,computed_from_raw_PV_and_second_level_sources,Secondary array-specific population.
formal_windows,Site 25 Hanwha,,RISK_CALIBRATION,formal_masked_origins,34969,origins,AVAILABLE,computed_from_raw_PV_and_second_level_sources,Secondary array-specific population.
formal_windows,Site 25 Hanwha,,RISK_CALIBRATION,strict_all_channel_complete_origins,2300,origins,AVAILABLE,computed_from_raw_PV_and_second_level_sources,Secondary array-specific population.
formal_windows,Site 25 Hanwha,,RISK_CALIBRATION,window_loss_total,84,origins,AVAILABLE,computed_from_raw_PV_and_second_level_sources,Secondary array-specific population.
formal_windows,Site 25 Hanwha,,RISK_CALIBRATION,window_loss_pv,84,origins,AVAILABLE,computed_from_raw_PV_and_second_level_sources,Secondary array-specific population.
formal_windows,Site 25 Hanwha,,RISK_CALIBRATION,window_loss_hf_zero_timestamp,0,origins,AVAILABLE,computed_from_raw_PV_and_second_level_sources,Secondary array-specific population.
formal_windows,Site 25 Hanwha,,RISK_CALIBRATION,first_legal_origin,2022-09-01T05:55,origins,AVAILABLE,computed_from_raw_PV_and_second_level_sources,Secondary array-specific population.
formal_windows,Site 25 Hanwha,,RISK_CALIBRATION,last_legal_origin,2022-12-31T22:55,origins,AVAILABLE,computed_from_raw_PV_and_second_level_sources,Secondary array-specific population.
formal_windows,Site 25 Hanwha,,RISK_CALIBRATION,eligible_origin_segments,2,origins,AVAILABLE,computed_from_raw_PV_and_second_level_sources,Secondary array-specific population.
formal_windows,Site 25 Hanwha,,RISK_CALIBRATION,months,9;10;11;12,,AVAILABLE,computed_from_raw_PV_and_second_level_sources,Secondary array-specific population.
formal_windows,Site 25 Hanwha,,RISK_CALIBRATION,seasons,spring;summer,,AVAILABLE,computed_from_raw_PV_and_second_level_sources,Secondary array-specific population.
formal_windows,Site 38 Q CELLS,,RISK_CALIBRATION,expected_calendar_origins,35053,origins,AVAILABLE,computed_from_raw_PV_and_second_level_sources,Secondary array-specific population.
formal_windows,Site 38 Q CELLS,,RISK_CALIBRATION,formal_masked_origins,34969,origins,AVAILABLE,computed_from_raw_PV_and_second_level_sources,Secondary array-specific population.
formal_windows,Site 38 Q CELLS,,RISK_CALIBRATION,strict_all_channel_complete_origins,2300,origins,AVAILABLE,computed_from_raw_PV_and_second_level_sources,Secondary array-specific population.
formal_windows,Site 38 Q CELLS,,RISK_CALIBRATION,window_loss_total,84,origins,AVAILABLE,computed_from_raw_PV_and_second_level_sources,Secondary array-specific population.
formal_windows,Site 38 Q CELLS,,RISK_CALIBRATION,window_loss_pv,84,origins,AVAILABLE,computed_from_raw_PV_and_second_level_sources,Secondary array-specific population.
formal_windows,Site 38 Q CELLS,,RISK_CALIBRATION,window_loss_hf_zero_timestamp,0,origins,AVAILABLE,computed_from_raw_PV_and_second_level_sources,Secondary array-specific population.
formal_windows,Site 38 Q CELLS,,RISK_CALIBRATION,first_legal_origin,2022-09-01T05:55,origins,AVAILABLE,computed_from_raw_PV_and_second_level_sources,Secondary array-specific population.
formal_windows,Site 38 Q CELLS,,RISK_CALIBRATION,last_legal_origin,2022-12-31T22:55,origins,AVAILABLE,computed_from_raw_PV_and_second_level_sources,Secondary array-specific population.
formal_windows,Site 38 Q CELLS,,RISK_CALIBRATION,eligible_origin_segments,2,origins,AVAILABLE,computed_from_raw_PV_and_second_level_sources,Secondary array-specific population.
formal_windows,Site 38 Q CELLS,,RISK_CALIBRATION,months,9;10;11;12,,AVAILABLE,computed_from_raw_PV_and_second_level_sources,Secondary array-specific population.
formal_windows,Site 38 Q CELLS,,RISK_CALIBRATION,seasons,spring;summer,,AVAILABLE,computed_from_raw_PV_and_second_level_sources,Secondary array-specific population.
formal_windows,THREE_ARRAY_COMMON,,RISK_CALIBRATION,expected_calendar_origins,35053,origins,AVAILABLE,computed_from_raw_PV_and_second_level_sources,Primary common-origin population.
formal_windows,THREE_ARRAY_COMMON,,RISK_CALIBRATION,formal_masked_origins,34969,origins,AVAILABLE,computed_from_raw_PV_and_second_level_sources,Primary common-origin population.
formal_windows,THREE_ARRAY_COMMON,,RISK_CALIBRATION,strict_all_channel_complete_origins,2300,origins,AVAILABLE,computed_from_raw_PV_and_second_level_sources,Primary common-origin population.
formal_windows,THREE_ARRAY_COMMON,,RISK_CALIBRATION,window_loss_total,84,origins,AVAILABLE,computed_from_raw_PV_and_second_level_sources,Primary common-origin population.
formal_windows,THREE_ARRAY_COMMON,,RISK_CALIBRATION,window_loss_pv,84,origins,AVAILABLE,computed_from_raw_PV_and_second_level_sources,Primary common-origin population.
formal_windows,THREE_ARRAY_COMMON,,RISK_CALIBRATION,window_loss_hf_zero_timestamp,0,origins,AVAILABLE,computed_from_raw_PV_and_second_level_sources,Primary common-origin population.
formal_windows,THREE_ARRAY_COMMON,,RISK_CALIBRATION,first_legal_origin,2022-09-01T05:55,origins,AVAILABLE,computed_from_raw_PV_and_second_level_sources,Primary common-origin population.
formal_windows,THREE_ARRAY_COMMON,,RISK_CALIBRATION,last_legal_origin,2022-12-31T22:55,origins,AVAILABLE,computed_from_raw_PV_and_second_level_sources,Primary common-origin population.
formal_windows,THREE_ARRAY_COMMON,,RISK_CALIBRATION,eligible_origin_segments,2,origins,AVAILABLE,computed_from_raw_PV_and_second_level_sources,Primary common-origin population.
formal_windows,THREE_ARRAY_COMMON,,RISK_CALIBRATION,months,9;10;11;12,,AVAILABLE,computed_from_raw_PV_and_second_level_sources,Primary common-origin population.
formal_windows,THREE_ARRAY_COMMON,,RISK_CALIBRATION,seasons,spring;summer,,AVAILABLE,computed_from_raw_PV_and_second_level_sources,Primary common-origin population.
formal_windows,Site 17 Sanyo,,FINAL_TEST,expected_calendar_origins,105037,origins,AVAILABLE,computed_from_raw_PV_and_second_level_sources,Secondary array-specific population.
formal_windows,Site 17 Sanyo,,FINAL_TEST,formal_masked_origins,604,origins,AVAILABLE,computed_from_raw_PV_and_second_level_sources,Secondary array-specific population.
formal_windows,Site 17 Sanyo,,FINAL_TEST,strict_all_channel_complete_origins,0,origins,AVAILABLE,computed_from_raw_PV_and_second_level_sources,Secondary array-specific population.
formal_windows,Site 17 Sanyo,,FINAL_TEST,window_loss_total,104433,origins,AVAILABLE,computed_from_raw_PV_and_second_level_sources,Secondary array-specific population.
formal_windows,Site 17 Sanyo,,FINAL_TEST,window_loss_pv,28452,origins,AVAILABLE,computed_from_raw_PV_and_second_level_sources,Secondary array-specific population.
formal_windows,Site 17 Sanyo,,FINAL_TEST,window_loss_hf_zero_timestamp,75981,origins,AVAILABLE,computed_from_raw_PV_and_second_level_sources,Secondary array-specific population.
formal_windows,Site 17 Sanyo,,FINAL_TEST,first_legal_origin,2023-01-01T05:55,origins,AVAILABLE,computed_from_raw_PV_and_second_level_sources,Secondary array-specific population.
formal_windows,Site 17 Sanyo,,FINAL_TEST,last_legal_origin,2023-01-03T08:10,origins,AVAILABLE,computed_from_raw_PV_and_second_level_sources,Secondary array-specific population.
formal_windows,Site 17 Sanyo,,FINAL_TEST,eligible_origin_segments,1,origins,AVAILABLE,computed_from_raw_PV_and_second_level_sources,Secondary array-specific population.
formal_windows,Site 17 Sanyo,,FINAL_TEST,months,1,,AVAILABLE,computed_from_raw_PV_and_second_level_sources,Secondary array-specific population.
formal_windows,Site 17 Sanyo,,FINAL_TEST,seasons,summer,,AVAILABLE,computed_from_raw_PV_and_second_level_sources,Secondary array-specific population.
formal_windows,Site 25 Hanwha,,FINAL_TEST,expected_calendar_origins,105037,origins,AVAILABLE,computed_from_raw_PV_and_second_level_sources,Secondary array-specific population.
formal_windows,Site 25 Hanwha,,FINAL_TEST,formal_masked_origins,604,origins,AVAILABLE,computed_from_raw_PV_and_second_level_sources,Secondary array-specific population.
formal_windows,Site 25 Hanwha,,FINAL_TEST,strict_all_channel_complete_origins,0,origins,AVAILABLE,computed_from_raw_PV_and_second_level_sources,Secondary array-specific population.
formal_windows,Site 25 Hanwha,,FINAL_TEST,window_loss_total,104433,origins,AVAILABLE,computed_from_raw_PV_and_second_level_sources,Secondary array-specific population.
formal_windows,Site 25 Hanwha,,FINAL_TEST,window_loss_pv,29620,origins,AVAILABLE,computed_from_raw_PV_and_second_level_sources,Secondary array-specific population.
formal_windows,Site 25 Hanwha,,FINAL_TEST,window_loss_hf_zero_timestamp,74813,origins,AVAILABLE,computed_from_raw_PV_and_second_level_sources,Secondary array-specific population.
formal_windows,Site 25 Hanwha,,FINAL_TEST,first_legal_origin,2023-01-01T05:55,origins,AVAILABLE,computed_from_raw_PV_and_second_level_sources,Secondary array-specific population.
formal_windows,Site 25 Hanwha,,FINAL_TEST,last_legal_origin,2023-01-03T08:10,origins,AVAILABLE,computed_from_raw_PV_and_second_level_sources,Secondary array-specific population.
formal_windows,Site 25 Hanwha,,FINAL_TEST,eligible_origin_segments,1,origins,AVAILABLE,computed_from_raw_PV_and_second_level_sources,Secondary array-specific population.
formal_windows,Site 25 Hanwha,,FINAL_TEST,months,1,,AVAILABLE,computed_from_raw_PV_and_second_level_sources,Secondary array-specific population.
formal_windows,Site 25 Hanwha,,FINAL_TEST,seasons,summer,,AVAILABLE,computed_from_raw_PV_and_second_level_sources,Secondary array-specific population.
formal_windows,Site 38 Q CELLS,,FINAL_TEST,expected_calendar_origins,105037,origins,AVAILABLE,computed_from_raw_PV_and_second_level_sources,Secondary array-specific population.
formal_windows,Site 38 Q CELLS,,FINAL_TEST,formal_masked_origins,604,origins,AVAILABLE,computed_from_raw_PV_and_second_level_sources,Secondary array-specific population.
formal_windows,Site 38 Q CELLS,,FINAL_TEST,strict_all_channel_complete_origins,0,origins,AVAILABLE,computed_from_raw_PV_and_second_level_sources,Secondary array-specific population.
formal_windows,Site 38 Q CELLS,,FINAL_TEST,window_loss_total,104433,origins,AVAILABLE,computed_from_raw_PV_and_second_level_sources,Secondary array-specific population.
formal_windows,Site 38 Q CELLS,,FINAL_TEST,window_loss_pv,29539,origins,AVAILABLE,computed_from_raw_PV_and_second_level_sources,Secondary array-specific population.
formal_windows,Site 38 Q CELLS,,FINAL_TEST,window_loss_hf_zero_timestamp,74894,origins,AVAILABLE,computed_from_raw_PV_and_second_level_sources,Secondary array-specific population.
formal_windows,Site 38 Q CELLS,,FINAL_TEST,first_legal_origin,2023-01-01T05:55,origins,AVAILABLE,computed_from_raw_PV_and_second_level_sources,Secondary array-specific population.
formal_windows,Site 38 Q CELLS,,FINAL_TEST,last_legal_origin,2023-01-03T08:10,origins,AVAILABLE,computed_from_raw_PV_and_second_level_sources,Secondary array-specific population.
formal_windows,Site 38 Q CELLS,,FINAL_TEST,eligible_origin_segments,1,origins,AVAILABLE,computed_from_raw_PV_and_second_level_sources,Secondary array-specific population.
formal_windows,Site 38 Q CELLS,,FINAL_TEST,months,1,,AVAILABLE,computed_from_raw_PV_and_second_level_sources,Secondary array-specific population.
formal_windows,Site 38 Q CELLS,,FINAL_TEST,seasons,summer,,AVAILABLE,computed_from_raw_PV_and_second_level_sources,Secondary array-specific population.
formal_windows,THREE_ARRAY_COMMON,,FINAL_TEST,expected_calendar_origins,105037,origins,AVAILABLE,computed_from_raw_PV_and_second_level_sources,Primary common-origin population.
formal_windows,THREE_ARRAY_COMMON,,FINAL_TEST,formal_masked_origins,604,origins,AVAILABLE,computed_from_raw_PV_and_second_level_sources,Primary common-origin population.
formal_windows,THREE_ARRAY_COMMON,,FINAL_TEST,strict_all_channel_complete_origins,0,origins,AVAILABLE,computed_from_raw_PV_and_second_level_sources,Primary common-origin population.
formal_windows,THREE_ARRAY_COMMON,,FINAL_TEST,window_loss_total,104433,origins,AVAILABLE,computed_from_raw_PV_and_second_level_sources,Primary common-origin population.
formal_windows,THREE_ARRAY_COMMON,,FINAL_TEST,window_loss_pv,30306,origins,AVAILABLE,computed_from_raw_PV_and_second_level_sources,Primary common-origin population.
formal_windows,THREE_ARRAY_COMMON,,FINAL_TEST,window_loss_hf_zero_timestamp,74127,origins,AVAILABLE,computed_from_raw_PV_and_second_level_sources,Primary common-origin population.
formal_windows,THREE_ARRAY_COMMON,,FINAL_TEST,first_legal_origin,2023-01-01T05:55,origins,AVAILABLE,computed_from_raw_PV_and_second_level_sources,Primary common-origin population.
formal_windows,THREE_ARRAY_COMMON,,FINAL_TEST,last_legal_origin,2023-01-03T08:10,origins,AVAILABLE,computed_from_raw_PV_and_second_level_sources,Primary common-origin population.
