path,workspace,filename,file_type,size_bytes,rows,columns,column_names,has_original_timestamp,timestamp_parse_status,timestamp_start,timestamp_end,timestamp_interval_distribution,duplicate_timestamps,missing_timestamps,per_column_missing_ratio,suspected_normalized,contains_original_power_units,contains_missing_mask,contains_isolation_forest,is_sliding_window_array,maps_to_original_timestamps,source_references,in_git_master,lineage_level,notes
C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PVforecast16\GFNODE_experiments\asoc_cross_technology_screen\artifacts\JointEarlyFusionModernTCN\42\test_H144.npz,PVforecast16,test_H144.npz,npz,10785149,6697,"{""daylight_mask"": [6697, 3, 144], ""labels"": [6697, 3, 144], ""predictions"": [6697, 3, 144], ""target_end"": [6697, 3], ""target_start"": [6697, 3], ""target_valid_mask"": [6697, 3, 144]}","[""predictions"", ""labels"", ""target_valid_mask"", ""daylight_mask"", ""target_start"", ""target_end""]",UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,"{""daylight_mask"": ""UNKNOWN"", ""labels"": 0.0, ""predictions"": 0.0, ""target_end"": ""UNKNOWN"", ""target_start"": ""UNKNOWN"", ""target_valid_mask"": ""UNKNOWN""}",UNKNOWN,UNKNOWN,YES,NO,YES,UNKNOWN,"[""C:\\Users\\Zhujiangkun-Yohkoh\\Desktop\\光伏项目_最新\\PVforecast16\\GFNODE_experiments\\asoc_cross_technology_screen\\run_experiment.py"", ""C:\\Users\\Zhujiangkun-Yohkoh\\Desktop\\光伏项目_最新\\PVforecast16\\GFNODE_experiments\\asoc_discrete_viability\\benchmark.py""]",NO,WINDOWED,Array metadata and contents inspected directly; no timestamp was synthesized.
C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PVforecast16\GFNODE_experiments\asoc_cross_technology_screen\artifacts\JointEarlyFusionModernTCN\43\test_H144.npz,PVforecast16,test_H144.npz,npz,10812772,6697,"{""daylight_mask"": [6697, 3, 144], ""labels"": [6697, 3, 144], ""predictions"": [6697, 3, 144], ""target_end"": [6697, 3], ""target_start"": [6697, 3], ""target_valid_mask"": [6697, 3, 144]}","[""predictions"", ""labels"", ""target_valid_mask"", ""daylight_mask"", ""target_start"", ""target_end""]",UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,"{""daylight_mask"": ""UNKNOWN"", ""labels"": 0.0, ""predictions"": 0.0, ""target_end"": ""UNKNOWN"", ""target_start"": ""UNKNOWN"", ""target_valid_mask"": ""UNKNOWN""}",UNKNOWN,UNKNOWN,YES,NO,YES,UNKNOWN,"[""C:\\Users\\Zhujiangkun-Yohkoh\\Desktop\\光伏项目_最新\\PVforecast16\\GFNODE_experiments\\asoc_cross_technology_screen\\run_experiment.py"", ""C:\\Users\\Zhujiangkun-Yohkoh\\Desktop\\光伏项目_最新\\PVforecast16\\GFNODE_experiments\\asoc_discrete_viability\\benchmark.py""]",NO,WINDOWED,Array metadata and contents inspected directly; no timestamp was synthesized.
C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PVforecast16\GFNODE_experiments\asoc_cross_technology_screen\artifacts\JointEarlyFusionModernTCN\44\test_H144.npz,PVforecast16,test_H144.npz,npz,10767774,6697,"{""daylight_mask"": [6697, 3, 144], ""labels"": [6697, 3, 144], ""predictions"": [6697, 3, 144], ""target_end"": [6697, 3], ""target_start"": [6697, 3], ""target_valid_mask"": [6697, 3, 144]}","[""predictions"", ""labels"", ""target_valid_mask"", ""daylight_mask"", ""target_start"", ""target_end""]",UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,"{""daylight_mask"": ""UNKNOWN"", ""labels"": 0.0, ""predictions"": 0.0, ""target_end"": ""UNKNOWN"", ""target_start"": ""UNKNOWN"", ""target_valid_mask"": ""UNKNOWN""}",UNKNOWN,UNKNOWN,YES,NO,YES,UNKNOWN,"[""C:\\Users\\Zhujiangkun-Yohkoh\\Desktop\\光伏项目_最新\\PVforecast16\\GFNODE_experiments\\asoc_cross_technology_screen\\run_experiment.py"", ""C:\\Users\\Zhujiangkun-Yohkoh\\Desktop\\光伏项目_最新\\PVforecast16\\GFNODE_experiments\\asoc_discrete_viability\\benchmark.py""]",NO,WINDOWED,Array metadata and contents inspected directly; no timestamp was synthesized.
C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PVforecast16\GFNODE_experiments\asoc_cross_technology_screen\artifacts\SharedPrivateModernTCN\42\test_H144.npz,PVforecast16,test_H144.npz,npz,10801861,6697,"{""daylight_mask"": [6697, 3, 144], ""labels"": [6697, 3, 144], ""predictions"": [6697, 3, 144], ""target_end"": [6697, 3], ""target_start"": [6697, 3], ""target_valid_mask"": [6697, 3, 144]}","[""predictions"", ""labels"", ""target_valid_mask"", ""daylight_mask"", ""target_start"", ""target_end""]",UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,"{""daylight_mask"": ""UNKNOWN"", ""labels"": 0.0, ""predictions"": 0.0, ""target_end"": ""UNKNOWN"", ""target_start"": ""UNKNOWN"", ""target_valid_mask"": ""UNKNOWN""}",UNKNOWN,UNKNOWN,YES,NO,YES,UNKNOWN,"[""C:\\Users\\Zhujiangkun-Yohkoh\\Desktop\\光伏项目_最新\\PVforecast16\\GFNODE_experiments\\asoc_cross_technology_screen\\run_experiment.py"", ""C:\\Users\\Zhujiangkun-Yohkoh\\Desktop\\光伏项目_最新\\PVforecast16\\GFNODE_experiments\\asoc_discrete_viability\\benchmark.py""]",NO,WINDOWED,Array metadata and contents inspected directly; no timestamp was synthesized.
C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PVforecast16\GFNODE_experiments\asoc_cross_technology_screen\artifacts\SharedPrivateModernTCN\43\test_H144.npz,PVforecast16,test_H144.npz,npz,10807248,6697,"{""daylight_mask"": [6697, 3, 144], ""labels"": [6697, 3, 144], ""predictions"": [6697, 3, 144], ""target_end"": [6697, 3], ""target_start"": [6697, 3], ""target_valid_mask"": [6697, 3, 144]}","[""predictions"", ""labels"", ""target_valid_mask"", ""daylight_mask"", ""target_start"", ""target_end""]",UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,"{""daylight_mask"": ""UNKNOWN"", ""labels"": 0.0, ""predictions"": 0.0, ""target_end"": ""UNKNOWN"", ""target_start"": ""UNKNOWN"", ""target_valid_mask"": ""UNKNOWN""}",UNKNOWN,UNKNOWN,YES,NO,YES,UNKNOWN,"[""C:\\Users\\Zhujiangkun-Yohkoh\\Desktop\\光伏项目_最新\\PVforecast16\\GFNODE_experiments\\asoc_cross_technology_screen\\run_experiment.py"", ""C:\\Users\\Zhujiangkun-Yohkoh\\Desktop\\光伏项目_最新\\PVforecast16\\GFNODE_experiments\\asoc_discrete_viability\\benchmark.py""]",NO,WINDOWED,Array metadata and contents inspected directly; no timestamp was synthesized.
C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PVforecast16\GFNODE_experiments\asoc_cross_technology_screen\artifacts\SharedPrivateModernTCN\44\test_H144.npz,PVforecast16,test_H144.npz,npz,10807046,6697,"{""daylight_mask"": [6697, 3, 144], ""labels"": [6697, 3, 144], ""predictions"": [6697, 3, 144], ""target_end"": [6697, 3], ""target_start"": [6697, 3], ""target_valid_mask"": [6697, 3, 144]}","[""predictions"", ""labels"", ""target_valid_mask"", ""daylight_mask"", ""target_start"", ""target_end""]",UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,"{""daylight_mask"": ""UNKNOWN"", ""labels"": 0.0, ""predictions"": 0.0, ""target_end"": ""UNKNOWN"", ""target_start"": ""UNKNOWN"", ""target_valid_mask"": ""UNKNOWN""}",UNKNOWN,UNKNOWN,YES,NO,YES,UNKNOWN,"[""C:\\Users\\Zhujiangkun-Yohkoh\\Desktop\\光伏项目_最新\\PVforecast16\\GFNODE_experiments\\asoc_cross_technology_screen\\run_experiment.py"", ""C:\\Users\\Zhujiangkun-Yohkoh\\Desktop\\光伏项目_最新\\PVforecast16\\GFNODE_experiments\\asoc_discrete_viability\\benchmark.py""]",NO,WINDOWED,Array metadata and contents inspected directly; no timestamp was synthesized.
C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PVforecast16\GFNODE_experiments\asoc_cross_technology_screen\metrics.csv,PVforecast16,metrics.csv,csv,46209,216,16,"[""evaluated_targets"", ""rmse"", ""mae"", ""r2"", ""nrmse"", ""horizon"", ""scope"", ""prefix_source"", ""model"", ""seed"", ""dataset"", ""parameters"", ""actual_epochs"", ""best_epoch"", ""best_validation_loss"", ""training_seconds""]",UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,"{""actual_epochs"": 0.0, ""best_epoch"": 0.0, ""best_validation_loss"": 0.0, ""dataset"": 0.0, ""evaluated_targets"": 0.0, ""horizon"": 0.0, ""mae"": 0.0, ""model"": 0.0, ""nrmse"": 0.0, ""parameters"": 0.0, ""prefix_source"": 0.0, ""r2"": 0.0, ""rmse"": 0.0, ""scope"": 0.0, ""seed"": 0.0, ""training_seconds"": 0.0}",NO,NO,NO,NO,YES,UNKNOWN,"[""C:\\Users\\Zhujiangkun-Yohkoh\\Desktop\\光伏项目_最新\\PVforecast16\\GFNODE_experiments\\asoc_cross_technology_screen\\REPORT.md"", ""C:\\Users\\Zhujiangkun-Yohkoh\\Desktop\\光伏项目_最新\\PVforecast16\\GFNODE_experiments\\asoc_cross_technology_screen\\run_experiment.py""]",YES,WINDOWED,Window/prediction-oriented fields detected from content.
C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PVforecast16\GFNODE_experiments\asoc_cross_technology_screen\run_status.csv,PVforecast16,run_status.csv,csv,246,6,2,"[""run_id"", ""status""]",UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,"{""run_id"": 0.0, ""status"": 0.0}",UNKNOWN,NO,NO,NO,NO,UNKNOWN,"[""C:\\Users\\Zhujiangkun-Yohkoh\\Desktop\\光伏项目_最新\\PVforecast16\\GFNODE_experiments\\asoc_cross_technology_screen\\run_experiment.py"", ""C:\\Users\\Zhujiangkun-Yohkoh\\Desktop\\光伏项目_最新\\PVforecast16\\GFNODE_experiments\\asoc_discrete_viability\\benchmark.py""]",YES,UNKNOWN,No content-supported lineage level could be assigned.
C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PVforecast16\GFNODE_experiments\asoc_discrete_viability\artifacts\Discrete Candidate_Hanwha_42\test_H144.npz,PVforecast16,test_H144.npz,npz,2453074,4535,"{""daylight_mask"": [4535, 144], ""labels"": [4535, 144], ""predictions"": [4535, 144], ""target_start"": [4535]}","[""predictions"", ""labels"", ""daylight_mask"", ""target_start""]",UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,"{""daylight_mask"": ""UNKNOWN"", ""labels"": 0.0, ""predictions"": 0.0, ""target_start"": ""UNKNOWN""}",UNKNOWN,UNKNOWN,YES,NO,NO,UNKNOWN,"[""C:\\Users\\Zhujiangkun-Yohkoh\\Desktop\\光伏项目_最新\\PVforecast16\\GFNODE_experiments\\asoc_cross_technology_screen\\run_experiment.py"", ""C:\\Users\\Zhujiangkun-Yohkoh\\Desktop\\光伏项目_最新\\PVforecast16\\GFNODE_experiments\\asoc_discrete_viability\\benchmark.py""]",NO,PREDICTION,Array metadata and contents inspected directly; no timestamp was synthesized.
C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PVforecast16\GFNODE_experiments\asoc_discrete_viability\artifacts\Discrete Candidate_Hanwha_43\test_H144.npz,PVforecast16,test_H144.npz,npz,2456339,4535,"{""daylight_mask"": [4535, 144], ""labels"": [4535, 144], ""predictions"": [4535, 144], ""target_start"": [4535]}","[""predictions"", ""labels"", ""daylight_mask"", ""target_start""]",UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,"{""daylight_mask"": ""UNKNOWN"", ""labels"": 0.0, ""predictions"": 0.0, ""target_start"": ""UNKNOWN""}",UNKNOWN,UNKNOWN,YES,NO,NO,UNKNOWN,"[""C:\\Users\\Zhujiangkun-Yohkoh\\Desktop\\光伏项目_最新\\PVforecast16\\GFNODE_experiments\\asoc_cross_technology_screen\\run_experiment.py"", ""C:\\Users\\Zhujiangkun-Yohkoh\\Desktop\\光伏项目_最新\\PVforecast16\\GFNODE_experiments\\asoc_discrete_viability\\benchmark.py""]",NO,PREDICTION,Array metadata and contents inspected directly; no timestamp was synthesized.
C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PVforecast16\GFNODE_experiments\asoc_discrete_viability\artifacts\Discrete Candidate_Hanwha_44\test_H144.npz,PVforecast16,test_H144.npz,npz,2455029,4535,"{""daylight_mask"": [4535, 144], ""labels"": [4535, 144], ""predictions"": [4535, 144], ""target_start"": [4535]}","[""predictions"", ""labels"", ""daylight_mask"", ""target_start""]",UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,"{""daylight_mask"": ""UNKNOWN"", ""labels"": 0.0, ""predictions"": 0.0, ""target_start"": ""UNKNOWN""}",UNKNOWN,UNKNOWN,YES,NO,NO,UNKNOWN,"[""C:\\Users\\Zhujiangkun-Yohkoh\\Desktop\\光伏项目_最新\\PVforecast16\\GFNODE_experiments\\asoc_cross_technology_screen\\run_experiment.py"", ""C:\\Users\\Zhujiangkun-Yohkoh\\Desktop\\光伏项目_最新\\PVforecast16\\GFNODE_experiments\\asoc_discrete_viability\\benchmark.py""]",NO,PREDICTION,Array metadata and contents inspected directly; no timestamp was synthesized.
C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PVforecast16\GFNODE_experiments\asoc_discrete_viability\artifacts\Discrete Candidate_Qcells_42\test_H144.npz,PVforecast16,test_H144.npz,npz,1649285,3019,"{""daylight_mask"": [3019, 144], ""labels"": [3019, 144], ""predictions"": [3019, 144], ""target_end"": [3019], ""target_start"": [3019]}","[""predictions"", ""labels"", ""daylight_mask"", ""target_start"", ""target_end""]",UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,"{""daylight_mask"": ""UNKNOWN"", ""labels"": 0.0, ""predictions"": 0.0, ""target_end"": ""UNKNOWN"", ""target_start"": ""UNKNOWN""}",UNKNOWN,UNKNOWN,YES,NO,NO,UNKNOWN,"[""C:\\Users\\Zhujiangkun-Yohkoh\\Desktop\\光伏项目_最新\\PVforecast16\\GFNODE_experiments\\asoc_cross_technology_screen\\run_experiment.py"", ""C:\\Users\\Zhujiangkun-Yohkoh\\Desktop\\光伏项目_最新\\PVforecast16\\GFNODE_experiments\\asoc_discrete_viability\\benchmark.py""]",NO,PREDICTION,Array metadata and contents inspected directly; no timestamp was synthesized.
C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PVforecast16\GFNODE_experiments\asoc_discrete_viability\artifacts\Discrete Candidate_Qcells_43\test_H144.npz,PVforecast16,test_H144.npz,npz,1670978,3019,"{""daylight_mask"": [3019, 144], ""labels"": [3019, 144], ""predictions"": [3019, 144], ""target_end"": [3019], ""target_start"": [3019]}","[""predictions"", ""labels"", ""daylight_mask"", ""target_start"", ""target_end""]",UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,"{""daylight_mask"": ""UNKNOWN"", ""labels"": 0.0, ""predictions"": 0.0, ""target_end"": ""UNKNOWN"", ""target_start"": ""UNKNOWN""}",UNKNOWN,UNKNOWN,YES,NO,NO,UNKNOWN,"[""C:\\Users\\Zhujiangkun-Yohkoh\\Desktop\\光伏项目_最新\\PVforecast16\\GFNODE_experiments\\asoc_cross_technology_screen\\run_experiment.py"", ""C:\\Users\\Zhujiangkun-Yohkoh\\Desktop\\光伏项目_最新\\PVforecast16\\GFNODE_experiments\\asoc_discrete_viability\\benchmark.py""]",NO,PREDICTION,Array metadata and contents inspected directly; no timestamp was synthesized.
C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PVforecast16\GFNODE_experiments\asoc_discrete_viability\artifacts\Discrete Candidate_Qcells_44\test_H144.npz,PVforecast16,test_H144.npz,npz,1658617,3019,"{""daylight_mask"": [3019, 144], ""labels"": [3019, 144], ""predictions"": [3019, 144], ""target_end"": [3019], ""target_start"": [3019]}","[""predictions"", ""labels"", ""daylight_mask"", ""target_start"", ""target_end""]",UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,"{""daylight_mask"": ""UNKNOWN"", ""labels"": 0.0, ""predictions"": 0.0, ""target_end"": ""UNKNOWN"", ""target_start"": ""UNKNOWN""}",UNKNOWN,UNKNOWN,YES,NO,NO,UNKNOWN,"[""C:\\Users\\Zhujiangkun-Yohkoh\\Desktop\\光伏项目_最新\\PVforecast16\\GFNODE_experiments\\asoc_cross_technology_screen\\run_experiment.py"", ""C:\\Users\\Zhujiangkun-Yohkoh\\Desktop\\光伏项目_最新\\PVforecast16\\GFNODE_experiments\\asoc_discrete_viability\\benchmark.py""]",NO,PREDICTION,Array metadata and contents inspected directly; no timestamp was synthesized.
C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PVforecast16\GFNODE_experiments\asoc_discrete_viability\artifacts\Discrete Candidate_Sanyo_42\test_H144.npz,PVforecast16,test_H144.npz,npz,2295379,4177,"{""daylight_mask"": [4177, 144], ""labels"": [4177, 144], ""predictions"": [4177, 144], ""target_end"": [4177], ""target_start"": [4177]}","[""predictions"", ""labels"", ""daylight_mask"", ""target_start"", ""target_end""]",UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,"{""daylight_mask"": ""UNKNOWN"", ""labels"": 0.0, ""predictions"": 0.0, ""target_end"": ""UNKNOWN"", ""target_start"": ""UNKNOWN""}",UNKNOWN,UNKNOWN,YES,NO,NO,UNKNOWN,"[""C:\\Users\\Zhujiangkun-Yohkoh\\Desktop\\光伏项目_最新\\PVforecast16\\GFNODE_experiments\\asoc_cross_technology_screen\\run_experiment.py"", ""C:\\Users\\Zhujiangkun-Yohkoh\\Desktop\\光伏项目_最新\\PVforecast16\\GFNODE_experiments\\asoc_discrete_viability\\benchmark.py""]",NO,PREDICTION,Array metadata and contents inspected directly; no timestamp was synthesized.
C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PVforecast16\GFNODE_experiments\asoc_discrete_viability\artifacts\Discrete Candidate_Sanyo_43\test_H144.npz,PVforecast16,test_H144.npz,npz,2297989,4177,"{""daylight_mask"": [4177, 144], ""labels"": [4177, 144], ""predictions"": [4177, 144], ""target_end"": [4177], ""target_start"": [4177]}","[""predictions"", ""labels"", ""daylight_mask"", ""target_start"", ""target_end""]",UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,"{""daylight_mask"": ""UNKNOWN"", ""labels"": 0.0, ""predictions"": 0.0, ""target_end"": ""UNKNOWN"", ""target_start"": ""UNKNOWN""}",UNKNOWN,UNKNOWN,YES,NO,NO,UNKNOWN,"[""C:\\Users\\Zhujiangkun-Yohkoh\\Desktop\\光伏项目_最新\\PVforecast16\\GFNODE_experiments\\asoc_cross_technology_screen\\run_experiment.py"", ""C:\\Users\\Zhujiangkun-Yohkoh\\Desktop\\光伏项目_最新\\PVforecast16\\GFNODE_experiments\\asoc_discrete_viability\\benchmark.py""]",NO,PREDICTION,Array metadata and contents inspected directly; no timestamp was synthesized.
C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PVforecast16\GFNODE_experiments\asoc_discrete_viability\artifacts\Discrete Candidate_Sanyo_44\test_H144.npz,PVforecast16,test_H144.npz,npz,2292659,4177,"{""daylight_mask"": [4177, 144], ""labels"": [4177, 144], ""predictions"": [4177, 144], ""target_end"": [4177], ""target_start"": [4177]}","[""predictions"", ""labels"", ""daylight_mask"", ""target_start"", ""target_end""]",UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,"{""daylight_mask"": ""UNKNOWN"", ""labels"": 0.0, ""predictions"": 0.0, ""target_end"": ""UNKNOWN"", ""target_start"": ""UNKNOWN""}",UNKNOWN,UNKNOWN,YES,NO,NO,UNKNOWN,"[""C:\\Users\\Zhujiangkun-Yohkoh\\Desktop\\光伏项目_最新\\PVforecast16\\GFNODE_experiments\\asoc_cross_technology_screen\\run_experiment.py"", ""C:\\Users\\Zhujiangkun-Yohkoh\\Desktop\\光伏项目_最新\\PVforecast16\\GFNODE_experiments\\asoc_discrete_viability\\benchmark.py""]",NO,PREDICTION,Array metadata and contents inspected directly; no timestamp was synthesized.
C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PVforecast16\GFNODE_experiments\asoc_discrete_viability\artifacts\iTransformer_Hanwha_42\test_H144.npz,PVforecast16,test_H144.npz,npz,2476056,4535,"{""daylight_mask"": [4535, 144], ""labels"": [4535, 144], ""predictions"": [4535, 144], ""target_start"": [4535]}","[""predictions"", ""labels"", ""daylight_mask"", ""target_start""]",UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,"{""daylight_mask"": ""UNKNOWN"", ""labels"": 0.0, ""predictions"": 0.0, ""target_start"": ""UNKNOWN""}",UNKNOWN,UNKNOWN,YES,NO,NO,UNKNOWN,"[""C:\\Users\\Zhujiangkun-Yohkoh\\Desktop\\光伏项目_最新\\PVforecast16\\GFNODE_experiments\\asoc_cross_technology_screen\\run_experiment.py"", ""C:\\Users\\Zhujiangkun-Yohkoh\\Desktop\\光伏项目_最新\\PVforecast16\\GFNODE_experiments\\asoc_discrete_viability\\benchmark.py""]",NO,PREDICTION,Array metadata and contents inspected directly; no timestamp was synthesized.
C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PVforecast16\GFNODE_experiments\asoc_discrete_viability\artifacts\iTransformer_Hanwha_43\test_H144.npz,PVforecast16,test_H144.npz,npz,2475170,4535,"{""daylight_mask"": [4535, 144], ""labels"": [4535, 144], ""predictions"": [4535, 144], ""target_start"": [4535]}","[""predictions"", ""labels"", ""daylight_mask"", ""target_start""]",UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,"{""daylight_mask"": ""UNKNOWN"", ""labels"": 0.0, ""predictions"": 0.0, ""target_start"": ""UNKNOWN""}",UNKNOWN,UNKNOWN,YES,NO,NO,UNKNOWN,"[""C:\\Users\\Zhujiangkun-Yohkoh\\Desktop\\光伏项目_最新\\PVforecast16\\GFNODE_experiments\\asoc_cross_technology_screen\\run_experiment.py"", ""C:\\Users\\Zhujiangkun-Yohkoh\\Desktop\\光伏项目_最新\\PVforecast16\\GFNODE_experiments\\asoc_discrete_viability\\benchmark.py""]",NO,PREDICTION,Array metadata and contents inspected directly; no timestamp was synthesized.
C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PVforecast16\GFNODE_experiments\asoc_discrete_viability\artifacts\iTransformer_Hanwha_44\test_H144.npz,PVforecast16,test_H144.npz,npz,2474112,4535,"{""daylight_mask"": [4535, 144], ""labels"": [4535, 144], ""predictions"": [4535, 144], ""target_start"": [4535]}","[""predictions"", ""labels"", ""daylight_mask"", ""target_start""]",UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,"{""daylight_mask"": ""UNKNOWN"", ""labels"": 0.0, ""predictions"": 0.0, ""target_start"": ""UNKNOWN""}",UNKNOWN,UNKNOWN,YES,NO,NO,UNKNOWN,"[""C:\\Users\\Zhujiangkun-Yohkoh\\Desktop\\光伏项目_最新\\PVforecast16\\GFNODE_experiments\\asoc_cross_technology_screen\\run_experiment.py"", ""C:\\Users\\Zhujiangkun-Yohkoh\\Desktop\\光伏项目_最新\\PVforecast16\\GFNODE_experiments\\asoc_discrete_viability\\benchmark.py""]",NO,PREDICTION,Array metadata and contents inspected directly; no timestamp was synthesized.
C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PVforecast16\GFNODE_experiments\asoc_discrete_viability\artifacts\iTransformer_Qcells_42\test_H144.npz,PVforecast16,test_H144.npz,npz,1655526,3019,"{""daylight_mask"": [3019, 144], ""labels"": [3019, 144], ""predictions"": [3019, 144], ""target_start"": [3019]}","[""predictions"", ""labels"", ""daylight_mask"", ""target_start""]",UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,"{""daylight_mask"": ""UNKNOWN"", ""labels"": 0.0, ""predictions"": 0.0, ""target_start"": ""UNKNOWN""}",UNKNOWN,UNKNOWN,YES,NO,NO,UNKNOWN,"[""C:\\Users\\Zhujiangkun-Yohkoh\\Desktop\\光伏项目_最新\\PVforecast16\\GFNODE_experiments\\asoc_cross_technology_screen\\run_experiment.py"", ""C:\\Users\\Zhujiangkun-Yohkoh\\Desktop\\光伏项目_最新\\PVforecast16\\GFNODE_experiments\\asoc_discrete_viability\\benchmark.py""]",NO,PREDICTION,Array metadata and contents inspected directly; no timestamp was synthesized.
C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PVforecast16\GFNODE_experiments\asoc_discrete_viability\artifacts\iTransformer_Qcells_43\test_H144.npz,PVforecast16,test_H144.npz,npz,1658433,3019,"{""daylight_mask"": [3019, 144], ""labels"": [3019, 144], ""predictions"": [3019, 144], ""target_start"": [3019]}","[""predictions"", ""labels"", ""daylight_mask"", ""target_start""]",UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,"{""daylight_mask"": ""UNKNOWN"", ""labels"": 0.0, ""predictions"": 0.0, ""target_start"": ""UNKNOWN""}",UNKNOWN,UNKNOWN,YES,NO,NO,UNKNOWN,"[""C:\\Users\\Zhujiangkun-Yohkoh\\Desktop\\光伏项目_最新\\PVforecast16\\GFNODE_experiments\\asoc_cross_technology_screen\\run_experiment.py"", ""C:\\Users\\Zhujiangkun-Yohkoh\\Desktop\\光伏项目_最新\\PVforecast16\\GFNODE_experiments\\asoc_discrete_viability\\benchmark.py""]",NO,PREDICTION,Array metadata and contents inspected directly; no timestamp was synthesized.
